Aviso,AnioMes,Equipo,DenominacionEquipo,Area,Linea,Criticidad,Causa,DuracionParada_h,CategoriaPerdida,LigadoAOrden
900247,2025-03,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falla eléctrica,8.3,Pérdida de velocidad,0
900248,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,9.8,Averías,1
900249,2025-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,11.6,Averías,1
900250,2025-03,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falta de lubricación,4.9,Defectos y reproceso,1
900251,2025-03,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,9.9,Averías,1
900252,2025-03,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,3.6,Setup y ajustes,1
900253,2025-03,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Ajuste incorrecto,2.9,Averías,1
900254,2025-03,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Ajuste incorrecto,3.7,Pérdida de velocidad,1
900255,2025-03,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,12.8,Averías,1
900256,2025-03,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,10.0,Averías,1
900257,2025-03,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,6.9,Averías,1
900258,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,6.3,Averías,1
900259,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,9.5,Averías,0
900260,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,6.7,Averías,1
900261,2025-03,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,8.5,Averías,1
900262,2025-03,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,7.2,Defectos y reproceso,1
900263,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,7.5,Setup y ajustes,0
900264,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,8.4,Paradas menores,1
900265,2025-03,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,10.2,Averías,0
900266,2025-03,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,6.6,Setup y ajustes,1
900267,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,7.3,Paradas menores,1
900268,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.4,Averías,1
900269,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,1.4,Setup y ajustes,1
900270,2025-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,9.3,Arranque,1
900271,2025-03,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,2.2,Averías,1
900272,2025-03,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,8.9,Paradas menores,0
900273,2025-03,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,8.9,Paradas menores,1
900274,2025-03,EQ-0470,Paletizador,Envasado,Línea 3,B,Fatiga de material,8.2,Arranque,1
900275,2025-03,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,7.5,Arranque,1
900276,2025-03,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,6.8,Pérdida de velocidad,1
900277,2025-03,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,5.4,Defectos y reproceso,1
900278,2025-03,EQ-0202,Caldera 2,Servicios,N/A,B,Ajuste incorrecto,5.3,Pérdida de velocidad,1
900279,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,5.8,Defectos y reproceso,1
900280,2025-03,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falta de lubricación,4.2,Paradas menores,0
900281,2025-03,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Obstrucción,3.4,Averías,1
900282,2025-03,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,6.8,Setup y ajustes,1
900283,2025-03,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,1.5,Defectos y reproceso,1
900284,2025-03,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,8.4,Averías,1
900285,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,4.1,Averías,1
900286,2025-03,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,2.7,Setup y ajustes,1
900287,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,1.5,Defectos y reproceso,1
900288,2025-03,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,10.7,Averías,0
900289,2025-03,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Contaminación,10.8,Averías,1
900290,2025-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Contaminación,7.7,Defectos y reproceso,1
900291,2025-03,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falta de lubricación,3.3,Paradas menores,1
900292,2025-03,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,1.3,Defectos y reproceso,1
900293,2025-03,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,3.2,Averías,1
900294,2025-03,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,3.2,Pérdida de velocidad,1
900295,2025-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,1.7,Defectos y reproceso,0
900296,2025-03,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,12.1,Paradas menores,1
900297,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,13.4,Paradas menores,1
900298,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,1.7,Paradas menores,1
900299,2025-03,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,3.5,Averías,1
900300,2025-03,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,9.1,Arranque,1
900301,2025-03,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Fatiga de material,5.2,Arranque,1
900302,2025-03,EQ-0470,Paletizador,Envasado,Línea 3,B,Obstrucción,9.1,Setup y ajustes,1
900303,2025-03,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,7.0,Averías,1
900304,2025-03,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,9.3,Averías,1
900305,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,11.4,Pérdida de velocidad,1
900306,2025-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,4.9,Arranque,1
900307,2025-03,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,14.0,Setup y ajustes,1
900308,2025-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,2.7,Setup y ajustes,1
900309,2025-03,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,8.8,Averías,1
900310,2025-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,8.1,Defectos y reproceso,1
900311,2025-03,EQ-0471,Transportador L3,Envasado,Línea 3,C,Obstrucción,2.5,Setup y ajustes,1
900312,2025-03,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,5.1,Setup y ajustes,1
900313,2025-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,10.3,Setup y ajustes,1
900314,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,3.2,Paradas menores,1
900315,2025-04,EQ-0202,Caldera 2,Servicios,N/A,B,Falta de lubricación,1.0,Pérdida de velocidad,1
900316,2025-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,1.8,Averías,0
900317,2025-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,12.5,Defectos y reproceso,1
900318,2025-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,9.6,Pérdida de velocidad,0
900319,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,8.3,Setup y ajustes,0
900320,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,4.5,Averías,1
900321,2025-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,7.7,Paradas menores,1
900322,2025-04,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,1.2,Setup y ajustes,1
900323,2025-04,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,9.7,Averías,1
900324,2025-04,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,2.5,Paradas menores,1
900325,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,8.3,Averías,1
900326,2025-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,1.5,Averías,0
900327,2025-04,EQ-0202,Caldera 2,Servicios,N/A,B,Desalineamiento,1.4,Averías,1
900328,2025-04,EQ-0201,Caldera 1,Servicios,N/A,A,Falta de lubricación,7.8,Paradas menores,1
900329,2025-04,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Obstrucción,1.4,Defectos y reproceso,1
900330,2025-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,8.5,Averías,1
900331,2025-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falla eléctrica,6.7,Pérdida de velocidad,1
900332,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,4.8,Pérdida de velocidad,1
900333,2025-04,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,7.6,Arranque,1
900334,2025-04,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,8.0,Defectos y reproceso,1
900335,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Ajuste incorrecto,3.5,Setup y ajustes,1
900336,2025-04,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,4.5,Averías,1
900337,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,11.6,Averías,0
900338,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,5.0,Paradas menores,1
900339,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,13.4,Averías,0
900340,2025-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,2.7,Paradas menores,1
900341,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,5.0,Paradas menores,1
900342,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Ajuste incorrecto,6.8,Pérdida de velocidad,1
900343,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,3.0,Setup y ajustes,0
900344,2025-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,12.8,Paradas menores,1
900345,2025-04,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,5.0,Averías,1
900346,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,10.3,Averías,1
900347,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,7.6,Averías,1
900348,2025-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falla eléctrica,2.0,Averías,1
900349,2025-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,3.0,Averías,1
900350,2025-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,8.4,Setup y ajustes,1
900351,2025-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falla eléctrica,5.4,Pérdida de velocidad,1
900352,2025-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,10.0,Averías,1
900353,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,6.7,Averías,1
900354,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Obstrucción,2.8,Pérdida de velocidad,1
900355,2025-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Contaminación,3.9,Defectos y reproceso,1
900356,2025-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,3.4,Defectos y reproceso,0
900357,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,3.7,Defectos y reproceso,1
900358,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,6.6,Averías,1
900359,2025-04,EQ-0211,Chiller 1,Servicios,N/A,A,Ajuste incorrecto,11.0,Pérdida de velocidad,1
900360,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Ajuste incorrecto,2.7,Averías,1
900361,2025-04,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,7.6,Defectos y reproceso,1
900362,2025-04,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,7.5,Paradas menores,1
900363,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Obstrucción,10.2,Averías,1
900364,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,8.5,Averías,1
900365,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Ajuste incorrecto,7.2,Averías,1
900366,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,2.2,Averías,1
900367,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,0.9,Paradas menores,1
900368,2025-04,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Falta de lubricación,2.1,Pérdida de velocidad,1
900369,2025-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,9.9,Paradas menores,1
900370,2025-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falla eléctrica,0.8,Averías,1
900371,2025-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,8.0,Averías,1
900372,2025-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,10.0,Averías,1
900373,2025-04,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,6.7,Averías,1
900374,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,6.5,Defectos y reproceso,0
900375,2025-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falta de lubricación,4.1,Pérdida de velocidad,1
900376,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Obstrucción,4.2,Setup y ajustes,1
900377,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,10.3,Averías,0
900378,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,13.2,Pérdida de velocidad,1
900379,2025-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,3.1,Setup y ajustes,1
900380,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,13.3,Averías,1
900381,2025-04,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desalineamiento,4.3,Paradas menores,1
900382,2025-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,2.3,Pérdida de velocidad,0
900383,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,11.5,Defectos y reproceso,1
900384,2025-04,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,6.4,Setup y ajustes,1
900385,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,2.1,Averías,1
900386,2025-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,2.7,Averías,1
900387,2025-04,EQ-0211,Chiller 1,Servicios,N/A,A,Desalineamiento,5.9,Averías,1
900388,2025-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,4.9,Pérdida de velocidad,1
900389,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,9.5,Defectos y reproceso,0
900390,2025-04,EQ-0201,Caldera 1,Servicios,N/A,A,Falla eléctrica,12.3,Paradas menores,1
900391,2025-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Contaminación,4.7,Averías,1
900392,2025-04,EQ-0202,Caldera 2,Servicios,N/A,B,Desgaste,5.6,Defectos y reproceso,0
900393,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Contaminación,3.3,Paradas menores,1
900394,2025-04,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falta de lubricación,7.2,Defectos y reproceso,1
900395,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,2.9,Averías,1
900396,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,7.3,Paradas menores,0
900397,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,5.5,Pérdida de velocidad,1
900398,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,13.7,Averías,1
900399,2025-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Ajuste incorrecto,11.0,Paradas menores,1
900400,2025-04,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,8.4,Averías,1
900401,2025-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,5.3,Pérdida de velocidad,0
900402,2025-04,EQ-0211,Chiller 1,Servicios,N/A,A,Ajuste incorrecto,10.7,Averías,0
900403,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,3.2,Pérdida de velocidad,1
900404,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,5.2,Averías,1
900405,2025-05,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,5.7,Setup y ajustes,0
900406,2025-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,10.3,Averías,1
900407,2025-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,5.7,Pérdida de velocidad,1
900408,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,13.8,Arranque,1
900409,2025-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Fatiga de material,9.1,Pérdida de velocidad,1
900410,2025-05,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Ajuste incorrecto,4.9,Averías,1
900411,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,7.1,Averías,1
900412,2025-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,5.4,Averías,1
900413,2025-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,1.5,Averías,1
900414,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Contaminación,4.5,Setup y ajustes,1
900415,2025-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,12.5,Arranque,0
900416,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,3.8,Averías,1
900417,2025-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,6.7,Averías,1
900418,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,11.7,Setup y ajustes,1
900419,2025-05,EQ-0202,Caldera 2,Servicios,N/A,B,Obstrucción,7.6,Pérdida de velocidad,1
900420,2025-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,12.9,Averías,1
900421,2025-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Contaminación,5.2,Setup y ajustes,1
900422,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,12.5,Pérdida de velocidad,1
900423,2025-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Falla eléctrica,6.1,Arranque,1
900424,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,10.8,Averías,1
900425,2025-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,9.0,Paradas menores,1
900426,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,9.6,Pérdida de velocidad,1
900427,2025-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Contaminación,6.5,Pérdida de velocidad,1
900428,2025-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Fatiga de material,4.0,Paradas menores,1
900429,2025-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,1.9,Setup y ajustes,1
900430,2025-05,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,7.7,Setup y ajustes,1
900431,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Obstrucción,13.2,Averías,1
900432,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,3.8,Paradas menores,1
900433,2025-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,3.0,Averías,1
900434,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,8.7,Pérdida de velocidad,1
900435,2025-05,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falta de lubricación,9.3,Averías,1
900436,2025-05,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falla eléctrica,1.1,Averías,1
900437,2025-05,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,6.5,Paradas menores,1
900438,2025-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,9.4,Paradas menores,1
900439,2025-05,EQ-0471,Transportador L3,Envasado,Línea 3,C,Contaminación,4.0,Averías,1
900440,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,6.3,Paradas menores,1
900441,2025-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,12.5,Setup y ajustes,1
900442,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,1.2,Paradas menores,1
900443,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Contaminación,6.9,Averías,1
900444,2025-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Fatiga de material,7.0,Defectos y reproceso,1
900445,2025-05,EQ-0201,Caldera 1,Servicios,N/A,A,Falta de lubricación,7.3,Pérdida de velocidad,1
900446,2025-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Falla eléctrica,4.7,Pérdida de velocidad,1
900447,2025-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,8.4,Averías,1
900448,2025-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,0.7,Averías,1
900449,2025-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.2,Averías,1
900450,2025-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Obstrucción,5.2,Paradas menores,1
900451,2025-05,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,9.9,Averías,1
900452,2025-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Contaminación,8.1,Paradas menores,1
900453,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,9.7,Averías,1
900454,2025-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,4.3,Paradas menores,1
900455,2025-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,8.8,Averías,1
900456,2025-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,10.5,Arranque,1
900457,2025-05,EQ-0211,Chiller 1,Servicios,N/A,A,Desalineamiento,1.4,Averías,1
900458,2025-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,13.9,Setup y ajustes,1
900459,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,3.7,Averías,1
900460,2025-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,8.0,Averías,1
900461,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,11.3,Setup y ajustes,1
900462,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,2.5,Averías,1
900463,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,13.8,Setup y ajustes,0
900464,2025-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Obstrucción,4.2,Averías,1
900465,2025-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Contaminación,6.2,Pérdida de velocidad,1
900466,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,10.4,Averías,0
900467,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,1.0,Arranque,1
900468,2025-05,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,4.5,Averías,1
900469,2025-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,4.4,Paradas menores,1
900470,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,12.4,Averías,1
900471,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,5.0,Averías,1
900472,2025-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,4.5,Pérdida de velocidad,1
900473,2025-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,6.7,Defectos y reproceso,1
900474,2025-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,4.8,Paradas menores,0
900475,2025-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,5.5,Setup y ajustes,1
900476,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,1.3,Paradas menores,1
900477,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,8.7,Averías,1
900478,2025-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Falta de lubricación,4.6,Averías,1
900479,2025-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,1.7,Paradas menores,1
900480,2025-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desalineamiento,1.7,Setup y ajustes,1
900481,2025-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falla eléctrica,5.8,Averías,1
900482,2025-05,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,11.3,Paradas menores,1
900483,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,2.8,Paradas menores,0
900484,2025-05,EQ-0471,Transportador L3,Envasado,Línea 3,C,Contaminación,2.2,Setup y ajustes,1
900485,2025-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,7.7,Averías,0
900486,2025-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,1.5,Averías,1
900487,2025-05,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,4.2,Defectos y reproceso,1
900488,2025-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,5.3,Averías,1
900489,2025-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,12.9,Pérdida de velocidad,1
900490,2025-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,9.1,Paradas menores,1
900491,2025-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,6.2,Arranque,1
900492,2025-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,10.6,Averías,1
900493,2025-06,EQ-0211,Chiller 1,Servicios,N/A,A,Desalineamiento,9.0,Defectos y reproceso,0
