Orden,AnioMes,Area,Linea,Equipo,DenominacionEquipo,Criticidad,TipoMantenimiento,ClaseOrden,EstadoCierre,Trabajo,TrabajoReal,CostoPlan,CostoReal,DiasCierre,RetrasoDias,FlagsCalidad,GrupoPlanificador,Prioridad,MotivoDetencion
400162,2025-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Abierta,2.7,1.2,112.5,32.7,,29,18,Servicios,Baja,Requiere parada de planta
400163,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,3.9,6.4,264.2,291.5,3,7,0,Eléctrico,Baja,
400164,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Abierta,12.7,5.6,677.0,397.9,,7,0,Eléctrico,Media,
400165,2025-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,10.2,10.7,283.5,299.9,3,0,0,Servicios,Alta,
400166,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Cerrada,30.0,60.9,2074.6,2704.7,7,0,0,Instrumentación,Media,
400167,2025-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,16.6,15.9,989.1,915.6,15,11,0,Mecánico,Alta,
400168,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,8.8,12.5,806.1,717.5,8,0,0,Mecánico,Baja,
400169,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,24.5,36.8,1886.6,1821.6,4,0,4,Eléctrico,Baja,
400170,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM03,Cerrada,6.4,6.1,249.6,238.2,5,0,0,Servicios,Alta,
400171,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,26.8,36.2,1185.1,1075.0,15,0,0,Eléctrico,Media,
400172,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Mejora,PM04,Cerrada,22.3,22.8,714.1,705.2,14,0,6,Eléctrico,Baja,
400173,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,18.7,18.3,891.5,806.8,14,0,1,Servicios,Baja,
400174,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,21.8,21.5,1091.7,1032.6,5,0,4,Servicios,Alta,
400175,2025-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,24.6,34.8,1597.5,1517.1,3,0,0,Mecánico,Baja,
400176,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,19.2,18.1,757.9,700.2,2,6,16,Servicios,Media,
400177,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,29.8,59.7,1107.1,1375.8,10,0,2,Instrumentación,Media,
400178,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,10.3,11.2,358.1,413.6,8,0,0,Eléctrico,Alta,
400179,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,18.7,18.1,544.4,493.4,8,11,16,Instrumentación,Media,
400180,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,19.7,21.3,957.5,1008.4,12,0,2,Mecánico,Alta,
400181,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Cerrada,7.7,15.4,496.3,666.3,14,0,6,Eléctrico,Media,
400182,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,18.9,21.1,485.9,525.3,10,0,0,Mecánico,Alta,
400183,2025-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,23.7,25.9,462.4,514.6,14,0,4,Mecánico,Media,
400184,2025-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,20.5,20.9,743.5,727.7,16,0,0,Mecánico,Media,
400185,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,7.3,10.9,444.5,420.5,5,0,0,Instrumentación,Baja,
400186,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,4.5,4.7,204.5,219.8,5,0,0,Servicios,Baja,
400187,2025-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,9.4,9.9,322.0,317.3,9,0,1,Mecánico,Baja,
400188,2025-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,4.6,7.4,196.3,210.5,2,0,4,Eléctrico,Media,
400189,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,15.0,29.0,1293.9,1731.1,16,0,0,Mecánico,Media,
400190,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,15.7,32.6,1434.3,2032.9,7,0,4,Mecánico,Media,
400191,2025-02,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Abierta,10.5,2.6,832.0,151.3,,8,0,Eléctrico,Media,
400192,2025-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,5.2,4.9,233.7,217.6,15,3,16,Eléctrico,Alta,
400193,2025-02,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,24.4,23.9,1209.9,1235.9,2,0,3,Instrumentación,Media,
400194,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Predictivo,PM06,Abierta,24.6,8.8,1489.3,59.7,,0,1,Instrumentación,Baja,
400195,2025-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,11.5,11.9,334.3,327.9,7,0,0,Instrumentación,Baja,
400196,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,18.0,18.7,439.7,452.9,4,0,0,Instrumentación,Alta,
400197,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,22.5,25.2,853.1,1017.6,4,2,0,Mecánico,Baja,
400198,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,20.5,22.9,1140.1,1355.7,4,0,1,Eléctrico,Media,
400199,2025-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,7.9,7.9,306.3,332.6,1,0,0,Servicios,Media,
400200,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,11.9,12.8,378.9,428.3,12,0,2,Mecánico,Alta,
400201,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,17.8,19.5,914.9,962.9,2,0,4,Eléctrico,Baja,
400202,2025-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,21.8,23.9,761.5,900.2,7,0,0,Mecánico,Media,
400203,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,19.1,18.6,1131.0,1076.7,7,1,16,Mecánico,Baja,
400204,2025-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,14.5,15.2,469.1,521.1,5,0,0,Mecánico,Baja,
400205,2025-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,20.6,19.4,1316.3,1159.8,12,0,4,Mecánico,Media,
400206,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,23.8,25.9,1373.6,1543.4,6,8,16,Eléctrico,Baja,
400207,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Abierta,25.6,7.0,1167.6,289.9,,18,2,Eléctrico,Media,
400208,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,3.7,4.3,245.8,177.2,11,0,2,Eléctrico,Media,
400209,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,6.8,11.0,496.5,580.0,11,11,1,Mecánico,Media,
400210,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Abierta,12.4,4.6,1067.3,283.6,,15,3,Mecánico,Baja,
400211,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,8.4,15.9,344.1,400.0,1,4,2,Mecánico,Alta,
400212,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Abierta,25.9,5.6,752.6,213.3,,0,0,Servicios,Media,
400213,2025-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,9.3,8.9,173.0,158.3,16,0,2,Mecánico,Baja,
400214,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Abierta,24.0,3.2,1145.6,191.2,,7,0,Mecánico,Media,
400215,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,14.6,14.1,716.7,695.5,5,0,0,Eléctrico,Media,
400216,2025-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Abierta,20.5,1.1,939.6,147.8,,15,16,Servicios,Alta,
400217,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,20.8,22.4,508.8,563.6,10,0,0,Mecánico,Baja,
400218,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,11.3,12.4,502.3,531.6,6,6,16,Mecánico,Media,
400219,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Abierta,20.2,4.2,1107.1,473.0,,0,0,Mecánico,Baja,
400220,2025-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,5.7,5.4,178.7,163.0,6,0,5,Instrumentación,Media,
400221,2025-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Correctivo,PM01,Cerrada,16.9,26.5,449.3,455.2,10,0,0,Mecánico,Alta,
400222,2025-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,21.9,21.5,656.6,630.8,11,1,0,Servicios,Alta,
400223,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Abierta,23.6,3.8,1472.9,21.4,,27,0,Mecánico,Baja,Espera de repuesto
400224,2025-02,Servicios,N/A,EQ-0211,Chiller 1,A,Predictivo,PM06,Cerrada,19.3,20.5,1124.7,1277.8,15,0,4,Mecánico,Media,
400225,2025-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Abierta,22.4,5.7,787.5,460.5,,12,16,Mecánico,Baja,
400226,2025-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Emergencia,PM05,Cerrada,30.5,42.9,2116.0,2055.5,3,5,0,Instrumentación,Alta,
400227,2025-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,19.4,18.1,363.8,359.5,5,0,0,Instrumentación,Baja,
400228,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,20.2,18.6,1190.5,1027.9,16,0,0,Eléctrico,Baja,
400229,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,24.1,39.7,1588.0,1883.9,5,0,4,Eléctrico,Media,
400230,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,23.2,25.1,1157.1,1187.7,9,0,0,Eléctrico,Alta,
400231,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,2.8,2.9,106.3,116.5,5,2,16,Mecánico,Media,
400232,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,4.8,5.1,212.0,225.4,5,0,0,Instrumentación,Media,
400233,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,14.8,21.3,515.5,496.7,1,3,0,Instrumentación,Media,
400234,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Predictivo,PM06,Abierta,17.5,5.9,683.8,211.7,,12,2,Eléctrico,Alta,
400235,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,6.2,9.0,440.5,396.6,3,4,0,Instrumentación,Baja,
400236,2025-02,Servicios,N/A,EQ-0211,Chiller 1,A,Mejora,PM04,Abierta,22.1,3.3,1148.4,155.9,,30,0,Eléctrico,Media,Espera de repuesto
400237,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Emergencia,PM05,Abierta,10.1,1.0,415.5,36.3,,5,0,Mecánico,Media,
400238,2025-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Mejora,PM04,Cerrada,3.5,3.5,146.8,159.4,1,9,0,Eléctrico,Media,
400239,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,3.0,2.9,72.0,68.4,10,0,0,Eléctrico,Alta,
400240,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Emergencia,PM05,Cerrada,19.1,29.7,779.3,862.8,2,0,0,Instrumentación,Media,
400241,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Cerrada,27.9,36.7,1873.2,1712.6,5,0,0,Mecánico,Media,
400242,2025-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,23.1,23.1,842.2,792.8,1,0,0,Instrumentación,Alta,
400243,2025-02,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,22.3,28.8,1760.1,1421.3,9,0,2,Mecánico,Media,
400244,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,7.1,13.0,393.6,448.9,9,0,0,Instrumentación,Alta,
400245,2025-02,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,20.9,22.1,791.8,885.5,14,0,0,Eléctrico,Baja,
400246,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,2.9,2.9,134.1,146.6,1,6,0,Mecánico,Baja,
400247,2025-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,22.0,24.2,652.5,755.0,7,9,16,Mecánico,Baja,
400248,2025-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Correctivo,PM01,Cerrada,32.1,42.8,867.5,717.4,11,0,2,Eléctrico,Baja,
400249,2025-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,18.5,19.8,405.0,447.6,15,0,0,Mecánico,Baja,
400250,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Abierta,13.4,0.2,455.7,59.1,,0,2,Instrumentación,Media,
400251,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,25.1,23.6,918.5,853.1,5,0,0,Instrumentación,Media,
400252,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,11.7,12.7,640.8,699.3,1,6,20,Eléctrico,Baja,
400253,2025-02,Servicios,N/A,EQ-0202,Caldera 2,B,Mejora,PM04,Cerrada,4.9,5.3,113.6,119.6,5,2,2,Mecánico,Media,
400254,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Emergencia,PM05,Abierta,14.8,6.4,724.2,79.6,,2,0,Mecánico,Baja,
400255,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Cerrada,15.7,25.0,1138.1,1148.5,15,0,0,Servicios,Media,
400256,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,11.5,12.6,351.2,377.6,8,0,1,Mecánico,Media,
400257,2025-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Abierta,24.8,4.0,1642.1,398.2,,19,0,Servicios,Media,
400258,2025-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,21.2,22.4,680.2,761.3,10,0,0,Instrumentación,Alta,
400259,2025-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,29.2,45.5,2499.6,2805.9,12,8,4,Eléctrico,Alta,
400260,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,7.5,10.3,429.9,397.9,13,0,2,Instrumentación,Baja,
400261,2025-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,14.9,14.5,841.5,810.2,9,0,0,Eléctrico,Baja,
400262,2025-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,24.4,25.2,559.8,573.8,8,0,0,Servicios,Alta,
400263,2025-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Cerrada,16.7,30.7,1206.0,1411.3,12,8,0,Eléctrico,Media,
400264,2025-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,27.9,54.9,1562.4,1983.8,6,0,0,Eléctrico,Media,
400265,2025-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Predictivo,PM06,Cerrada,6.4,6.1,198.4,192.8,2,0,0,Instrumentación,Media,
400266,2025-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,11.5,19.0,533.4,583.5,1,0,0,Instrumentación,Baja,
400267,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Abierta,20.8,3.8,525.3,126.4,,14,0,Eléctrico,Media,
400268,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,8.7,13.0,523.5,489.2,10,0,0,Instrumentación,Baja,
400269,2025-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,15.6,15.6,534.0,556.9,6,0,5,Servicios,Media,
400270,2025-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,17.8,29.1,1204.8,1417.3,11,0,0,Eléctrico,Baja,
400271,2025-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,11.8,11.8,408.0,413.1,5,0,1,Eléctrico,Baja,
400272,2025-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,15.6,32.4,1489.8,2198.5,8,0,0,Mecánico,Alta,
400273,2025-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,15.1,16.7,525.5,584.6,4,0,0,Instrumentación,Media,
400274,2025-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Mejora,PM04,Cerrada,4.4,4.9,135.4,146.7,6,0,3,Eléctrico,Alta,
400275,2025-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Abierta,7.0,2.2,306.4,125.1,,0,0,Instrumentación,Media,
400276,2025-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,18.1,17.2,592.1,537.8,13,0,0,Mecánico,Media,
400277,2025-03,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,14.6,16.3,441.6,522.8,9,0,4,Instrumentación,Alta,
400278,2025-03,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,12.4,13.2,732.2,736.3,10,0,0,Instrumentación,Media,
400279,2025-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,17.5,18.3,834.9,838.2,13,8,18,Eléctrico,Baja,
400280,2025-03,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM03,Cerrada,10.0,10.1,267.2,275.2,2,0,0,Servicios,Media,
400281,2025-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,24.6,25.9,734.5,782.0,12,0,1,Eléctrico,Media,
400282,2025-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,7.2,7.0,171.7,155.2,7,0,0,Eléctrico,Media,
400283,2025-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,6.8,6.6,236.7,219.9,10,0,5,Mecánico,Baja,
400284,2025-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,4.2,4.0,83.6,75.1,9,0,0,Mecánico,Media,
400285,2025-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,2.8,5.1,133.0,163.1,2,0,4,Mecánico,Media,
400286,2025-03,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,31.2,47.5,2417.9,2457.3,7,10,0,Mecánico,Media,
400287,2025-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,19.5,18.4,569.8,528.0,2,0,0,Mecánico,Media,
400288,2025-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,13.9,13.5,671.8,676.6,8,0,0,Instrumentación,Alta,
400289,2025-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,10.5,17.8,493.9,540.6,4,0,0,Mecánico,Media,
400290,2025-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Abierta,32.1,7.0,1442.6,674.8,,0,0,Instrumentación,Alta,
400291,2025-03,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Abierta,15.8,4.6,977.6,408.0,,22,16,Mecánico,Alta,
400292,2025-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,13.5,21.4,984.4,1101.4,3,5,4,Mecánico,Media,
400293,2025-03,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,20.2,22.4,877.7,1026.5,5,0,0,Eléctrico,Baja,
400294,2025-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Predictivo,PM06,Abierta,25.6,8.7,775.8,325.9,,19,0,Eléctrico,Baja,
400295,2025-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,8.2,8.6,411.5,423.6,2,7,17,Mecánico,Media,
400296,2025-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,11.5,12.6,473.2,563.4,9,0,0,Mecánico,Baja,
400297,2025-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,16.7,36.7,1376.3,2019.5,16,0,0,Eléctrico,Media,
400298,2025-03,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,13.6,18.0,993.5,893.2,3,7,0,Instrumentación,Baja,
400299,2025-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,5.9,7.7,320.8,274.3,11,0,4,Eléctrico,Media,
400300,2025-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,8.6,8.8,319.0,352.9,11,0,0,Instrumentación,Baja,
400301,2025-03,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,4.3,6.5,228.5,217.7,5,0,0,Eléctrico,Alta,
400302,2025-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Predictivo,PM06,Cerrada,23.1,24.7,943.9,951.3,6,0,0,Mecánico,Alta,
400303,2025-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Abierta,5.5,2.4,150.5,48.0,,14,17,Mecánico,Alta,
400304,2025-03,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,10.6,10.1,388.0,381.2,2,4,20,Instrumentación,Media,
400305,2025-03,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,4.9,10.7,376.6,525.6,2,0,4,Eléctrico,Media,
400306,2025-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,23.7,47.6,1716.3,2471.8,4,0,0,Instrumentación,Media,
400307,2025-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,12.1,12.9,412.9,451.0,11,0,0,Mecánico,Media,
400308,2025-03,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,5.9,6.4,250.6,269.5,11,4,0,Eléctrico,Baja,
400309,2025-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,26.4,57.7,2264.9,3275.8,11,0,0,Eléctrico,Alta,
400310,2025-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,21.9,21.1,782.9,792.1,4,0,3,Instrumentación,Media,
400311,2025-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,12.6,12.0,493.8,463.2,9,0,2,Mecánico,Alta,
400312,2025-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,9.3,9.4,242.4,247.5,1,0,2,Servicios,Baja,
400313,2025-03,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,6.3,10.9,435.3,493.1,3,0,0,Instrumentación,Baja,
400314,2025-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Mejora,PM04,Cerrada,10.8,11.5,333.4,362.5,7,0,0,Servicios,Media,
400315,2025-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,4.1,4.5,160.5,189.1,7,6,16,Eléctrico,Baja,
400316,2025-03,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,22.1,33.7,1661.5,1701.3,3,0,0,Mecánico,Baja,
400317,2025-03,Proceso,Línea 1,EQ-0310,Reactor P1,A,Predictivo,PM06,Abierta,6.6,1.3,408.6,188.7,,9,0,Mecánico,Baja,
400318,2025-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,22.7,22.0,909.7,927.0,3,0,6,Eléctrico,Baja,
400319,2025-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Mejora,PM04,Abierta,21.7,6.4,961.0,284.6,,10,0,Servicios,Media,
400320,2025-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,18.8,34.8,674.2,776.0,14,0,0,Instrumentación,Media,
400321,2025-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Abierta,7.4,0.5,263.4,48.6,,0,0,Mecánico,Baja,
400322,2025-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,28.1,51.4,1773.8,2158.8,12,0,0,Mecánico,Alta,
400323,2025-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,4.8,4.8,210.0,211.4,1,4,16,Eléctrico,Alta,
400324,2025-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,3.7,4.1,102.4,114.2,6,10,18,Instrumentación,Baja,
